Asking to pad to max_length but no maximum length is provided and the model has no predefined maximum length. Default to no padding.
Asking to truncate to max_length but no maximum length is provided and the model has no predefined maximum length. Default to no truncation.
You're using a GPT2TokenizerFast tokenizer. Please note that with a fast tokenizer, using the `__call__` method is faster than using a method to encode the text followed by a call to the `pad` method to get a padded encoding.
batch: 0, bad_loss: 1.94, current_div_loss: 3.66, 
batch: 440, bad_loss: 53.38, current_div_loss: 4.05, 
batch: 441, bad_loss: 59.69, current_div_loss: 4.67, 
batch: 442, bad_loss: 59.51, current_div_loss: 3.31, 
batch: 443, bad_loss: 49.48, current_div_loss: 3.79, 
batch: 444, bad_loss: 50.90, current_div_loss: 3.47, 
batch: 445, bad_loss: 53.26, current_div_loss: 3.08, 
batch: 446, bad_loss: 48.49, current_div_loss: 2.89, 
batch: 447, bad_loss: 55.63, current_div_loss: 3.40, 
batch: 448, bad_loss: 58.75, current_div_loss: 3.38, 
batch: 449, bad_loss: 57.77, current_div_loss: 3.40, 
batch: 450, bad_loss: 55.02, current_div_loss: 3.47, 
batch: 451, bad_loss: 56.63, current_div_loss: 3.05, 
batch: 452, bad_loss: 55.88, current_div_loss: 3.66, 
batch: 453, bad_loss: 57.43, current_div_loss: 2.51, 
batch: 454, bad_loss: 58.53, current_div_loss: 2.70, 
batch: 455, bad_loss: 61.52, current_div_loss: 4.54, 
batch: 456, bad_loss: 58.56, current_div_loss: 4.49, 
batch: 457, bad_loss: 51.65, current_div_loss: 3.39, 
batch: 458, bad_loss: 59.32, current_div_loss: 4.07, 
batch: 459, bad_loss: 55.15, current_div_loss: 3.61, 
batch: 460, bad_loss: 59.24, current_div_loss: 3.62, 
batch: 461, bad_loss: 60.73, current_div_loss: 9.28, 
batch: 462, bad_loss: 56.24, current_div_loss: 4.97, 
batch: 463, bad_loss: 54.92, current_div_loss: 3.59, 
batch: 464, bad_loss: 58.88, current_div_loss: 3.65, 
batch: 465, bad_loss: 59.35, current_div_loss: 4.14, 
batch: 466, bad_loss: 58.52, current_div_loss: 3.39, 
batch: 467, bad_loss: 59.08, current_div_loss: 2.96, 
batch: 468, bad_loss: 61.18, current_div_loss: 2.72, 
batch: 469, bad_loss: 60.80, current_div_loss: 2.84, 
batch: 470, bad_loss: 52.63, current_div_loss: 3.23, 
batch: 471, bad_loss: 54.37, current_div_loss: 3.20, 
batch: 472, bad_loss: 48.33, current_div_loss: 3.52, 
batch: 473, bad_loss: 61.79, current_div_loss: 4.32, 
batch: 474, bad_loss: 59.91, current_div_loss: 2.43, 
batch: 475, bad_loss: 62.02, current_div_loss: 3.21, 
batch: 476, bad_loss: 62.61, current_div_loss: 14.55, 
batch: 477, bad_loss: 61.54, current_div_loss: 7.09, 
batch: 478, bad_loss: 60.80, current_div_loss: 5.24, 
batch: 479, bad_loss: 57.64, current_div_loss: 3.28, 
batch: 480, bad_loss: 54.29, current_div_loss: 3.57, 
batch: 481, bad_loss: 59.62, current_div_loss: 3.68, 
batch: 482, bad_loss: 32.98, current_div_loss: 3.58, 
batch: 483, bad_loss: 42.29, current_div_loss: 4.21, 
batch: 484, bad_loss: 51.48, current_div_loss: 3.87, 
batch: 485, bad_loss: 59.64, current_div_loss: 3.03, 
batch: 486, bad_loss: 57.43, current_div_loss: 3.00, 
batch: 487, bad_loss: 60.27, current_div_loss: 3.73, 
batch: 488, bad_loss: 60.33, current_div_loss: 4.77, 
batch: 489, bad_loss: 60.20, current_div_loss: 2.55, 
batch: 490, bad_loss: 61.19, current_div_loss: 4.02, 
batch: 491, bad_loss: 60.23, current_div_loss: 3.38, 
batch: 492, bad_loss: 58.62, current_div_loss: 3.56, 
batch: 493, bad_loss: 60.33, current_div_loss: 3.79, 
batch: 494, bad_loss: 60.13, current_div_loss: 7.33, 
batch: 495, bad_loss: 59.01, current_div_loss: 3.52, 
batch: 496, bad_loss: 59.48, current_div_loss: 3.79, 
batch: 497, bad_loss: 50.15, current_div_loss: 3.73, 
batch: 498, bad_loss: 61.06, current_div_loss: 3.20, 
batch: 499, bad_loss: 43.44, current_div_loss: 4.45, 
batch: 500, bad_loss: 58.40, current_div_loss: 4.06, 
batch: 501, bad_loss: 50.31, current_div_loss: 4.27, 
batch: 502, bad_loss: 61.32, current_div_loss: 3.40, 
batch: 503, bad_loss: 60.10, current_div_loss: 3.46, 
batch: 504, bad_loss: 61.84, current_div_loss: 3.13, 
batch: 505, bad_loss: 47.18, current_div_loss: 3.44, 
batch: 506, bad_loss: 49.33, current_div_loss: 3.22, 
batch: 507, bad_loss: 24.36, current_div_loss: 3.42, 
batch: 508, bad_loss: 40.11, current_div_loss: 3.64, 
batch: 509, bad_loss: 61.09, current_div_loss: 4.04, 
batch: 510, bad_loss: 59.44, current_div_loss: 3.14, 
batch: 511, bad_loss: 58.57, current_div_loss: 3.92, 
batch: 512, bad_loss: 60.08, current_div_loss: 3.71, 
batch: 513, bad_loss: 59.73, current_div_loss: 5.66, 
batch: 514, bad_loss: 59.21, current_div_loss: 4.21, 
batch: 515, bad_loss: 60.18, current_div_loss: 3.33, 
batch: 516, bad_loss: 57.79, current_div_loss: 2.91, 
batch: 517, bad_loss: 51.97, current_div_loss: 3.28, 
batch: 518, bad_loss: 58.10, current_div_loss: 10.32, 
batch: 519, bad_loss: 60.07, current_div_loss: 13.75, 
batch: 520, bad_loss: 47.24, current_div_loss: 3.60, 
batch: 521, bad_loss: 55.19, current_div_loss: 10.64, 
batch: 522, bad_loss: 58.43, current_div_loss: 3.43, 
batch: 523, bad_loss: 56.52, current_div_loss: 3.76, 
batch: 524, bad_loss: 58.48, current_div_loss: 7.59, 
batch: 525, bad_loss: 61.23, current_div_loss: 3.56, 
batch: 526, bad_loss: 61.03, current_div_loss: 4.84, 
batch: 527, bad_loss: 61.11, current_div_loss: 2.77, 
batch: 528, bad_loss: 57.10, current_div_loss: 3.69, 
batch: 529, bad_loss: 61.63, current_div_loss: 3.64, 
batch: 530, bad_loss: 61.18, current_div_loss: 5.28, 
batch: 531, bad_loss: 59.38, current_div_loss: 3.64, 
batch: 532, bad_loss: 58.43, current_div_loss: 3.14, 
batch: 533, bad_loss: 58.41, current_div_loss: 4.45, 
batch: 534, bad_loss: 61.57, current_div_loss: 3.90, 
batch: 535, bad_loss: 59.58, current_div_loss: 3.72, 
batch: 536, bad_loss: 60.46, current_div_loss: 2.80, 
batch: 537, bad_loss: 60.58, current_div_loss: 3.34, 
batch: 538, bad_loss: 60.86, current_div_loss: 3.29, 
batch: 539, bad_loss: 59.34, current_div_loss: 3.74, 
batch: 540, bad_loss: 58.74, current_div_loss: 2.92, 
batch: 541, bad_loss: 59.92, current_div_loss: 3.46, 
batch: 542, bad_loss: 58.78, current_div_loss: 3.49, 
batch: 543, bad_loss: 60.42, current_div_loss: 2.82, 
batch: 544, bad_loss: 33.54, current_div_loss: 3.62, 
batch: 545, bad_loss: 63.49, current_div_loss: 3.64, 
batch: 546, bad_loss: 62.23, current_div_loss: 3.93, 
batch: 547, bad_loss: 57.73, current_div_loss: 3.68, 
batch: 548, bad_loss: 60.09, current_div_loss: 2.91, 
batch: 549, bad_loss: 62.90, current_div_loss: 3.27, 
batch: 550, bad_loss: 60.95, current_div_loss: 3.40, 
batch: 551, bad_loss: 59.94, current_div_loss: 3.50, 
batch: 552, bad_loss: 60.44, current_div_loss: 2.68, 
batch: 553, bad_loss: 56.16, current_div_loss: 3.31, 
batch: 554, bad_loss: 59.41, current_div_loss: 3.76, 
batch: 555, bad_loss: 60.55, current_div_loss: 3.00, 
batch: 556, bad_loss: 57.97, current_div_loss: 3.50, 
batch: 557, bad_loss: 59.18, current_div_loss: 3.79, 
batch: 558, bad_loss: 47.24, current_div_loss: 3.25, 
batch: 559, bad_loss: 45.13, current_div_loss: 3.38, 
batch: 560, bad_loss: 3.71, current_div_loss: 3.56, 
batch: 561, bad_loss: 36.54, current_div_loss: 2.49, 
batch: 562, bad_loss: 48.87, current_div_loss: 3.67, 
batch: 563, bad_loss: 45.49, current_div_loss: 3.93, 
batch: 564, bad_loss: 58.25, current_div_loss: 3.46, 
batch: 565, bad_loss: 52.43, current_div_loss: 3.45, 
batch: 566, bad_loss: 51.24, current_div_loss: 3.10, 
batch: 567, bad_loss: 59.38, current_div_loss: 3.16, 
batch: 568, bad_loss: 62.03, current_div_loss: 3.54, 
batch: 569, bad_loss: 62.33, current_div_loss: 2.83, 
batch: 570, bad_loss: 62.44, current_div_loss: 4.33, 
batch: 571, bad_loss: 61.96, current_div_loss: 3.05, 
batch: 572, bad_loss: 58.58, current_div_loss: 2.42, 
batch: 573, bad_loss: 63.51, current_div_loss: 3.01, 
batch: 574, bad_loss: 60.08, current_div_loss: 5.10, 
batch: 575, bad_loss: 62.02, current_div_loss: 3.67, 
batch: 576, bad_loss: 60.66, current_div_loss: 3.39, 
batch: 577, bad_loss: 61.66, current_div_loss: 3.55, 
batch: 578, bad_loss: 62.56, current_div_loss: 3.15, 
batch: 579, bad_loss: 54.86, current_div_loss: 3.21, 
batch: 580, bad_loss: 52.27, current_div_loss: 3.82, 
batch: 581, bad_loss: 60.89, current_div_loss: 2.86, 
batch: 582, bad_loss: 61.59, current_div_loss: 3.45, 
batch: 583, bad_loss: 62.63, current_div_loss: 3.21, 
batch: 584, bad_loss: 62.11, current_div_loss: 3.12, 
batch: 585, bad_loss: 54.80, current_div_loss: 4.09, 
batch: 586, bad_loss: 48.33, current_div_loss: 3.10, 
batch: 587, bad_loss: 59.50, current_div_loss: 4.82, 
batch: 588, bad_loss: 59.26, current_div_loss: 3.23, 
batch: 589, bad_loss: 63.03, current_div_loss: 2.91, 
batch: 590, bad_loss: 61.01, current_div_loss: 4.00, 
batch: 591, bad_loss: 62.26, current_div_loss: 3.13, 
batch: 592, bad_loss: 61.30, current_div_loss: 4.42, 
batch: 593, bad_loss: 61.17, current_div_loss: 3.61, 
batch: 594, bad_loss: 60.64, current_div_loss: 3.41, 
batch: 595, bad_loss: 58.57, current_div_loss: 3.62, 
batch: 596, bad_loss: 53.36, current_div_loss: 3.79, 
batch: 597, bad_loss: 51.33, current_div_loss: 3.68, 
batch: 598, bad_loss: 60.43, current_div_loss: 3.39, 
batch: 599, bad_loss: 52.58, current_div_loss: 3.36, 
batch: 600, bad_loss: 60.77, current_div_loss: 3.32, 
batch: 601, bad_loss: 57.71, current_div_loss: 3.27, 
batch: 602, bad_loss: 61.25, current_div_loss: 2.88, 
batch: 603, bad_loss: 59.32, current_div_loss: 3.43, 
batch: 604, bad_loss: 58.83, current_div_loss: 3.41, 
batch: 605, bad_loss: 50.62, current_div_loss: 3.28, 
batch: 606, bad_loss: 53.85, current_div_loss: 2.95, 
batch: 607, bad_loss: 52.32, current_div_loss: 3.00, 
batch: 608, bad_loss: 61.64, current_div_loss: 3.26, 
batch: 609, bad_loss: 60.29, current_div_loss: 2.76, 
batch: 610, bad_loss: 56.63, current_div_loss: 3.61, 
batch: 611, bad_loss: 62.98, current_div_loss: 4.14, 
batch: 612, bad_loss: 59.20, current_div_loss: 3.39, 
batch: 613, bad_loss: 60.15, current_div_loss: 3.42, 
batch: 614, bad_loss: 55.20, current_div_loss: 2.95, 
batch: 615, bad_loss: 57.80, current_div_loss: 4.04, 
batch: 616, bad_loss: 62.10, current_div_loss: 3.97, 
batch: 617, bad_loss: 60.71, current_div_loss: 4.19, 
batch: 618, bad_loss: 61.00, current_div_loss: 3.44, 
batch: 619, bad_loss: 57.56, current_div_loss: 3.13, 
batch: 620, bad_loss: 59.92, current_div_loss: 3.61, 
batch: 621, bad_loss: 52.57, current_div_loss: 3.35, 
batch: 622, bad_loss: 60.63, current_div_loss: 2.97, 
batch: 623, bad_loss: 60.43, current_div_loss: 3.01, 
batch: 624, bad_loss: 55.10, current_div_loss: 2.62, 
batch: 625, bad_loss: 60.06, current_div_loss: 3.04, 
batch: 626, bad_loss: 58.07, current_div_loss: 3.47, 
batch: 627, bad_loss: 58.88, current_div_loss: 3.72, 
batch: 628, bad_loss: 57.95, current_div_loss: 3.01, 
batch: 629, bad_loss: 58.91, current_div_loss: 2.68, 
batch: 630, bad_loss: 61.23, current_div_loss: 4.60, 
batch: 631, bad_loss: 62.26, current_div_loss: 3.50, 
batch: 632, bad_loss: 53.69, current_div_loss: 3.30, 
batch: 633, bad_loss: 52.57, current_div_loss: 3.79, 
batch: 634, bad_loss: 47.55, current_div_loss: 4.21, 
batch: 635, bad_loss: 57.64, current_div_loss: 3.36, 
batch: 636, bad_loss: 60.45, current_div_loss: 3.78, 
batch: 637, bad_loss: 55.87, current_div_loss: 3.42, 
batch: 638, bad_loss: 56.09, current_div_loss: 3.19, 
batch: 639, bad_loss: 60.99, current_div_loss: 3.35, 
batch: 640, bad_loss: 60.05, current_div_loss: 3.96, 
batch: 641, bad_loss: 54.84, current_div_loss: 3.33, 
batch: 642, bad_loss: 53.36, current_div_loss: 4.12, 
batch: 643, bad_loss: 22.39, current_div_loss: 3.91, 
batch: 644, bad_loss: 6.58, current_div_loss: 3.40, 
batch: 645, bad_loss: 62.87, current_div_loss: 3.62, 
batch: 646, bad_loss: 59.26, current_div_loss: 3.56, 
batch: 647, bad_loss: 57.56, current_div_loss: 3.96, 
batch: 648, bad_loss: 61.98, current_div_loss: 3.49, 
batch: 649, bad_loss: 60.93, current_div_loss: 3.57, 
batch: 650, bad_loss: 60.35, current_div_loss: 3.49, 
batch: 651, bad_loss: 51.77, current_div_loss: 3.03, 
batch: 652, bad_loss: 56.96, current_div_loss: 2.96, 
batch: 653, bad_loss: 63.03, current_div_loss: 3.20, 
batch: 654, bad_loss: 61.24, current_div_loss: 9.90, 
batch: 655, bad_loss: 62.61, current_div_loss: 3.37, 
batch: 656, bad_loss: 62.39, current_div_loss: 3.34, 
batch: 657, bad_loss: 59.78, current_div_loss: 3.40, 
batch: 658, bad_loss: 60.54, current_div_loss: 3.67, 
batch: 659, bad_loss: 61.78, current_div_loss: 3.24, 
batch: 660, bad_loss: 62.08, current_div_loss: 3.86, 
batch: 661, bad_loss: 64.64, current_div_loss: 4.17, 
batch: 662, bad_loss: 63.86, current_div_loss: 3.46, 
batch: 663, bad_loss: 61.69, current_div_loss: 2.95, 
batch: 664, bad_loss: 59.54, current_div_loss: 3.44, 
batch: 665, bad_loss: 53.83, current_div_loss: 2.74, 
batch: 666, bad_loss: 59.07, current_div_loss: 4.62, 
batch: 667, bad_loss: 63.12, current_div_loss: 2.96, 
batch: 668, bad_loss: 60.39, current_div_loss: 3.91, 
batch: 669, bad_loss: 59.42, current_div_loss: 2.74, 
batch: 670, bad_loss: 61.08, current_div_loss: 3.81, 
batch: 671, bad_loss: 58.04, current_div_loss: 3.15, 
batch: 672, bad_loss: 47.50, current_div_loss: 3.43, 
batch: 673, bad_loss: 60.39, current_div_loss: 3.11, 
batch: 674, bad_loss: 60.83, current_div_loss: 2.73, 
batch: 675, bad_loss: 61.46, current_div_loss: 4.06, 
batch: 676, bad_loss: 58.32, current_div_loss: 3.39, 
batch: 677, bad_loss: 60.33, current_div_loss: 3.31, 
batch: 678, bad_loss: 60.58, current_div_loss: 3.95, 
batch: 679, bad_loss: 48.78, current_div_loss: 3.78, 
batch: 680, bad_loss: 61.39, current_div_loss: 2.71, 
batch: 681, bad_loss: 57.71, current_div_loss: 2.79, 
batch: 682, bad_loss: 61.98, current_div_loss: 4.21, 
batch: 683, bad_loss: 62.42, current_div_loss: 3.02, 
batch: 684, bad_loss: 51.98, current_div_loss: 2.95, 
batch: 685, bad_loss: 48.26, current_div_loss: 3.47, 
batch: 686, bad_loss: 60.63, current_div_loss: 3.51, 
batch: 687, bad_loss: 63.08, current_div_loss: 3.39, 
batch: 688, bad_loss: 50.78, current_div_loss: 3.15, 
batch: 689, bad_loss: 60.99, current_div_loss: 3.28, 
batch: 690, bad_loss: 62.64, current_div_loss: 2.53, 
batch: 691, bad_loss: 59.51, current_div_loss: 3.43, 
batch: 692, bad_loss: 60.47, current_div_loss: 3.69, 
batch: 693, bad_loss: 57.76, current_div_loss: 3.95, 
batch: 694, bad_loss: 54.72, current_div_loss: 3.61, 
batch: 695, bad_loss: 51.22, current_div_loss: 3.19, 
batch: 696, bad_loss: 59.66, current_div_loss: 2.90, 
batch: 697, bad_loss: 59.12, current_div_loss: 2.85, 
batch: 698, bad_loss: 60.32, current_div_loss: 4.07, 
batch: 699, bad_loss: 60.93, current_div_loss: 3.37, 
batch: 700, bad_loss: 61.49, current_div_loss: 2.72, 
batch: 701, bad_loss: 51.80, current_div_loss: 3.45, 
batch: 702, bad_loss: 59.09, current_div_loss: 3.70, 
batch: 703, bad_loss: 44.58, current_div_loss: 3.13, 
batch: 704, bad_loss: 48.71, current_div_loss: 3.20, 
batch: 705, bad_loss: 56.03, current_div_loss: 3.12, 
batch: 706, bad_loss: 57.47, current_div_loss: 3.38, 
batch: 707, bad_loss: 61.39, current_div_loss: 3.25, 
batch: 708, bad_loss: 60.98, current_div_loss: 3.46, 
batch: 709, bad_loss: 61.17, current_div_loss: 4.55, 
batch: 710, bad_loss: 59.38, current_div_loss: 2.88, 
batch: 711, bad_loss: 61.16, current_div_loss: 2.92, 
batch: 712, bad_loss: 50.80, current_div_loss: 3.18, 
batch: 713, bad_loss: 61.92, current_div_loss: 3.22, 
batch: 714, bad_loss: 62.17, current_div_loss: 3.84, 
batch: 715, bad_loss: 59.00, current_div_loss: 4.78, 
batch: 716, bad_loss: 55.47, current_div_loss: 3.86, 
batch: 717, bad_loss: 60.26, current_div_loss: 3.01, 
batch: 718, bad_loss: 56.27, current_div_loss: 3.04, 
batch: 719, bad_loss: 61.31, current_div_loss: 3.55, 
batch: 720, bad_loss: 60.63, current_div_loss: 3.21, 
batch: 721, bad_loss: 59.42, current_div_loss: 3.47, 
batch: 722, bad_loss: 60.93, current_div_loss: 4.09, 
batch: 723, bad_loss: 60.13, current_div_loss: 2.91, 
batch: 724, bad_loss: 58.10, current_div_loss: 3.52, 
batch: 725, bad_loss: 55.21, current_div_loss: 2.79, 
batch: 726, bad_loss: 62.44, current_div_loss: 3.46, 
batch: 727, bad_loss: 61.18, current_div_loss: 3.28, 
batch: 728, bad_loss: 37.96, current_div_loss: 3.96, 
batch: 729, bad_loss: 53.80, current_div_loss: 4.07, 
batch: 730, bad_loss: 52.69, current_div_loss: 3.97, 
batch: 731, bad_loss: 60.08, current_div_loss: 3.47, 
batch: 732, bad_loss: 61.08, current_div_loss: 3.34, 
batch: 733, bad_loss: 61.78, current_div_loss: 3.40, 
batch: 734, bad_loss: 21.90, current_div_loss: 3.41, 
batch: 735, bad_loss: 38.27, current_div_loss: 10.89, 
batch: 736, bad_loss: 60.83, current_div_loss: 3.09, 
batch: 737, bad_loss: 56.28, current_div_loss: 3.27, 
batch: 738, bad_loss: 59.77, current_div_loss: 3.24, 
batch: 739, bad_loss: 58.66, current_div_loss: 3.93, 
batch: 740, bad_loss: 60.65, current_div_loss: 3.84, 
batch: 741, bad_loss: 62.02, current_div_loss: 3.42, 
batch: 742, bad_loss: 58.91, current_div_loss: 5.03, 
batch: 743, bad_loss: 59.45, current_div_loss: 2.97, 
batch: 744, bad_loss: 58.30, current_div_loss: 3.64, 
batch: 745, bad_loss: 61.52, current_div_loss: 3.24, 
batch: 746, bad_loss: 59.00, current_div_loss: 3.77, 
batch: 747, bad_loss: 55.66, current_div_loss: 3.36, 
batch: 748, bad_loss: 60.98, current_div_loss: 3.66, 
batch: 749, bad_loss: 61.81, current_div_loss: 8.30, 
batch: 750, bad_loss: 62.05, current_div_loss: 9.98, 
batch: 751, bad_loss: 57.52, current_div_loss: 2.98, 
batch: 752, bad_loss: 62.57, current_div_loss: 3.45, 
batch: 753, bad_loss: 61.79, current_div_loss: 2.48, 
batch: 754, bad_loss: 62.62, current_div_loss: 3.38, 
batch: 755, bad_loss: 62.20, current_div_loss: 3.27, 
batch: 756, bad_loss: 60.76, current_div_loss: 3.46, 
batch: 757, bad_loss: 60.62, current_div_loss: 3.71, 
batch: 758, bad_loss: 60.83, current_div_loss: 3.16, 
batch: 759, bad_loss: 58.81, current_div_loss: 3.33, 
batch: 760, bad_loss: 62.76, current_div_loss: 3.42, 
batch: 761, bad_loss: 63.01, current_div_loss: 3.05, 
batch: 762, bad_loss: 57.13, current_div_loss: 3.38, 
batch: 763, bad_loss: 51.90, current_div_loss: 3.62, 
batch: 764, bad_loss: 63.16, current_div_loss: 4.42, 
batch: 765, bad_loss: 59.53, current_div_loss: 3.39, 
batch: 766, bad_loss: 61.72, current_div_loss: 3.40, 
batch: 767, bad_loss: 61.06, current_div_loss: 3.79, 
batch: 768, bad_loss: 61.21, current_div_loss: 2.97, 
batch: 769, bad_loss: 60.52, current_div_loss: 3.89, 
batch: 770, bad_loss: 58.21, current_div_loss: 3.71, 
batch: 771, bad_loss: 61.70, current_div_loss: 3.18, 
batch: 772, bad_loss: 60.52, current_div_loss: 3.40, 
batch: 773, bad_loss: 62.72, current_div_loss: 3.69, 
batch: 774, bad_loss: 60.42, current_div_loss: 3.90, 
batch: 775, bad_loss: 61.09, current_div_loss: 4.25, 
batch: 776, bad_loss: 61.78, current_div_loss: 2.71, 
batch: 777, bad_loss: 62.62, current_div_loss: 3.74, 
batch: 778, bad_loss: 61.97, current_div_loss: 3.04, 
batch: 779, bad_loss: 61.05, current_div_loss: 2.73, 
batch: 780, bad_loss: 61.19, current_div_loss: 7.25, 
batch: 781, bad_loss: 61.42, current_div_loss: 3.77, 
batch: 782, bad_loss: 59.86, current_div_loss: 3.57, 
batch: 783, bad_loss: 59.58, current_div_loss: 3.84, 
batch: 784, bad_loss: 61.69, current_div_loss: 3.71, 
batch: 785, bad_loss: 62.50, current_div_loss: 3.91, 
batch: 786, bad_loss: 63.57, current_div_loss: 3.74, 
batch: 787, bad_loss: 60.82, current_div_loss: 3.09, 
batch: 788, bad_loss: 58.77, current_div_loss: 4.43, 
batch: 789, bad_loss: 61.68, current_div_loss: 4.05, 
batch: 790, bad_loss: 60.45, current_div_loss: 5.27, 
batch: 791, bad_loss: 63.71, current_div_loss: 4.04, 
batch: 792, bad_loss: 61.88, current_div_loss: 3.38, 
batch: 793, bad_loss: 60.27, current_div_loss: 3.08, 
batch: 794, bad_loss: 60.54, current_div_loss: 3.31, 
batch: 795, bad_loss: 59.71, current_div_loss: 3.24, 
batch: 796, bad_loss: 61.31, current_div_loss: 3.84, 
batch: 797, bad_loss: 63.09, current_div_loss: 3.68, 
batch: 798, bad_loss: 57.63, current_div_loss: 3.29, 
batch: 799, bad_loss: 59.00, current_div_loss: 3.88, 
batch: 800, bad_loss: 47.83, current_div_loss: 4.29, 
batch: 801, bad_loss: 62.48, current_div_loss: 3.76, 
batch: 802, bad_loss: 62.69, current_div_loss: 3.20, 
batch: 803, bad_loss: 62.42, current_div_loss: 15.84, 
batch: 804, bad_loss: 60.55, current_div_loss: 3.26, 
batch: 805, bad_loss: 62.22, current_div_loss: 3.61, 
batch: 806, bad_loss: 61.43, current_div_loss: 3.62, 
batch: 807, bad_loss: 60.49, current_div_loss: 3.22, 
batch: 808, bad_loss: 56.30, current_div_loss: 3.41, 
batch: 809, bad_loss: 61.16, current_div_loss: 4.51, 
batch: 810, bad_loss: 63.36, current_div_loss: 3.64, 
batch: 811, bad_loss: 60.01, current_div_loss: 2.35, 
batch: 812, bad_loss: 60.75, current_div_loss: 3.14, 
batch: 813, bad_loss: 61.53, current_div_loss: 4.36, 
batch: 814, bad_loss: 54.06, current_div_loss: 4.07, 
batch: 815, bad_loss: 56.39, current_div_loss: 3.20, 
batch: 816, bad_loss: 36.12, current_div_loss: 3.48, 
batch: 817, bad_loss: 62.94, current_div_loss: 3.43, 
batch: 818, bad_loss: 62.70, current_div_loss: 3.21, 
batch: 819, bad_loss: 62.43, current_div_loss: 2.73, 
batch: 820, bad_loss: 61.82, current_div_loss: 3.87, 
batch: 821, bad_loss: 59.50, current_div_loss: 3.08, 
batch: 822, bad_loss: 54.68, current_div_loss: 3.63, 
batch: 823, bad_loss: 54.81, current_div_loss: 2.34, 
batch: 824, bad_loss: 43.37, current_div_loss: 3.49, 
batch: 825, bad_loss: 45.82, current_div_loss: 3.19, 
batch: 826, bad_loss: 62.65, current_div_loss: 4.10, 
batch: 827, bad_loss: 62.57, current_div_loss: 3.42, 
batch: 828, bad_loss: 60.97, current_div_loss: 3.97, 
batch: 829, bad_loss: 59.54, current_div_loss: 3.61, 
batch: 830, bad_loss: 61.67, current_div_loss: 3.91, 
batch: 831, bad_loss: 60.53, current_div_loss: 3.58, 
batch: 832, bad_loss: 64.12, current_div_loss: 3.63, 
batch: 833, bad_loss: 62.85, current_div_loss: 4.21, 
batch: 834, bad_loss: 62.27, current_div_loss: 3.96, 
batch: 835, bad_loss: 61.24, current_div_loss: 3.67, 
batch: 836, bad_loss: 58.21, current_div_loss: 3.58, 
batch: 837, bad_loss: 53.69, current_div_loss: 3.26, 
batch: 838, bad_loss: 61.47, current_div_loss: 3.36, 
batch: 839, bad_loss: 62.13, current_div_loss: 3.54, 
batch: 840, bad_loss: 63.13, current_div_loss: 3.19, 
batch: 841, bad_loss: 58.09, current_div_loss: 3.18, 
batch: 842, bad_loss: 59.76, current_div_loss: 3.55, 
batch: 843, bad_loss: 60.43, current_div_loss: 2.77, 
batch: 844, bad_loss: 61.00, current_div_loss: 11.89, 
batch: 845, bad_loss: 60.40, current_div_loss: 4.06, 
batch: 846, bad_loss: 59.75, current_div_loss: 3.84, 
batch: 847, bad_loss: 56.63, current_div_loss: 3.60, 
batch: 848, bad_loss: 58.50, current_div_loss: 2.57, 
batch: 849, bad_loss: 61.63, current_div_loss: 3.12, 
batch: 850, bad_loss: 60.51, current_div_loss: 3.13, 
batch: 851, bad_loss: 59.97, current_div_loss: 3.41, 
batch: 852, bad_loss: 55.67, current_div_loss: 5.68, 
batch: 853, bad_loss: 61.74, current_div_loss: 3.04, 
batch: 854, bad_loss: 63.33, current_div_loss: 3.55, 
batch: 855, bad_loss: 60.91, current_div_loss: 6.70, 
batch: 856, bad_loss: 60.69, current_div_loss: 3.37, 
batch: 857, bad_loss: 60.83, current_div_loss: 3.28, 
batch: 858, bad_loss: 60.79, current_div_loss: 3.38, 
batch: 859, bad_loss: 61.92, current_div_loss: 2.24, 
batch: 860, bad_loss: 53.42, current_div_loss: 4.54, 
batch: 861, bad_loss: 60.90, current_div_loss: 3.41, 
batch: 862, bad_loss: 62.65, current_div_loss: 3.87, 
batch: 863, bad_loss: 63.52, current_div_loss: 3.20, 
batch: 864, bad_loss: 63.31, current_div_loss: 3.11, 
batch: 865, bad_loss: 60.31, current_div_loss: 3.47, 
batch: 866, bad_loss: 61.04, current_div_loss: 3.75, 
batch: 867, bad_loss: 56.25, current_div_loss: 4.10, 
batch: 868, bad_loss: 61.57, current_div_loss: 3.41, 
batch: 869, bad_loss: 56.09, current_div_loss: 3.61, 
batch: 870, bad_loss: 61.19, current_div_loss: 4.43, 
batch: 871, bad_loss: 61.27, current_div_loss: 4.45, 
batch: 872, bad_loss: 61.13, current_div_loss: 3.63, 
batch: 873, bad_loss: 60.93, current_div_loss: 3.50, 
batch: 874, bad_loss: 60.20, current_div_loss: 2.82, 
batch: 875, bad_loss: 63.26, current_div_loss: 3.24, 
batch: 876, bad_loss: 53.57, current_div_loss: 3.79, 
batch: 877, bad_loss: 62.30, current_div_loss: 3.94, 
batch: 878, bad_loss: 50.38, current_div_loss: 3.56, 
batch: 879, bad_loss: 60.54, current_div_loss: 2.89, 
batch: 880, bad_loss: 62.74, current_div_loss: 3.22, 
batch: 881, bad_loss: 63.77, current_div_loss: 5.12, 
batch: 882, bad_loss: 63.13, current_div_loss: 3.66, 
batch: 883, bad_loss: 62.55, current_div_loss: 4.31, 
batch: 884, bad_loss: 62.69, current_div_loss: 5.87, 
